id,gender,school,state
56731,Female,University college,Kansas
56732,Female,Corporate university,Wisconsin
56733,Male,Graduate school,New Hampshire
56734,Female,Public university,Michigan
56735,Male,Technical college,Maine
56736,Female,Corporate university,Mississippi
56737,Female,Junior college,Texas
56738,Female,Corporate university,Colorado
56739,Male,Junior college,Kentucky
56740,Female,Junior college,Pennsylvania
56741,Female,Junior college,New Mexico
56742,Female,University-preparatory school,Idaho
56743,Male,University college,Mississippi
56744,Female,Corporate university,New Mexico
56745,Male,Gymnasium,South Carolina
56746,Female,University college,Georgia
56747,Female,Middle school,Colorado
56748,Male,Graduate school,Tennessee
56749,Male,Public university,Tennessee
56750,Female,Graduate school,Idaho
56751,Male,Public university,Utah
56752,Female,High school,Idaho
56753,Female,High school,Idaho
56754,Male,University college,Maine
56755,Female,Graduate school,New Mexico
56756,Female,Junior college,Alabama
56757,Female,High school,Pennsylvania
56758,Male,Public university,Maine
56759,Female,University college,Rhode Island
56760,Female,High school,Maine
56761,Female,Corporate university,South Dakota
56762,Female,Gymnasium,Alabama
56763,Male,Graduate school,Illinois
56764,Female,Graduate school,Nevada
56765,Female,University-preparatory school,Colorado
56766,Male,Technical college,Mississippi
56767,Female,Gymnasium,Utah
56768,Male,Technical college,Mississippi
56769,Male,Technical college,Pennsylvania
56770,Male,Gymnasium,Maryland
56771,Male,Public university,Idaho
56772,Female,Gymnasium,South Dakota
56773,Male,Technical college,Wyoming
56774,Female,Corporate university,New Mexico
56775,Female,High school,Minnesota
56776,Female,Graduate school,West Virginia
56777,Female,Corporate university,Arizona
56778,Male,Public university,Rhode Island
56779,Female,University college,Florida
56780,Female,Corporate university,Montana
56781,Male,University college,Pennsylvania
56782,Male,Gymnasium,Utah
56783,Male,Technical college,Pennsylvania
56784,Female,University-preparatory school,Wyoming
56785,Male,High school,New Hampshire
56786,Female,University college,Maryland
56787,Female,Technical college,Wyoming
56788,Female,University college,New Mexico
56789,Male,University-preparatory school,Missouri
56790,Female,University college,Washington
56791,Male,University college,South Carolina
56792,Male,Technical college,Massachussets
56793,Male,High school,Wisconsin
56794,Male,Gymnasium,Colorado
56795,Female,High school,Kansas
56796,Female,University college,Wisconsin
56797,Female,Corporate university,New Jersey
56798,Male,Technical college,Connecticut
56799,Male,University college,South Carolina
56800,Male,Junior college,South Carolina
56801,Female,University-preparatory school,Alabama
56802,Female,Technical college,Montana
56803,Female,Graduate school,New Mexico
56804,Female,University college,Nebraska
56805,Male,Corporate university,West Virginia
56806,Male,Graduate school,Florida
56807,Female,Corporate university,Alaska
56808,Female,University-preparatory school,Maryland
56809,Female,High school,Oregon
56810,Female,Gymnasium,North Dakota
56811,Female,Graduate school,Nebraska
56812,Female,University-preparatory school,Georgia
56813,Male,Corporate university,Rhode Island
56814,Male,Graduate school,Alaska
56815,Male,Public university,Illinois
56816,Female,Middle school,Vermont
56817,Male,High school,North Dakota
56818,Female,Corporate university,California
56819,Male,Junior college,Ohio
56820,Female,Public university,Rhode Island
56821,Male,Gymnasium,Delaware
56822,Female,University-preparatory school,Tennessee
56823,Female,Gymnasium,Idaho
56824,Male,Gymnasium,New Hampshire
56825,Female,Public university,Washington
56826,Male,University college,New York
56827,Male,High school,Mississippi
56828,Male,High school,Missouri
56829,Male,University-preparatory school,Rhode Island
56830,Female,Gymnasium,Idaho
56831,Female,Public university,Oklahoma
56832,Female,Junior college,West Virginia
56833,Female,Corporate university,Colorado
56834,Male,Graduate school,New Jersey
56835,Male,Technical college,Texas
56836,Female,Corporate university,Hawaii
56837,Female,Middle school,Montana
56838,Female,University-preparatory school,Vermont
56839,Female,Middle school,Nebraska
56840,Female,Junior college,New Hampshire
56841,Female,Gymnasium,Wisconsin
56842,Male,High school,Maryland
56843,Male,University-preparatory school,Nevada
56844,Female,High school,Kansas
56845,Male,High school,Florida
56846,Female,Middle school,Iowa
56847,Male,University-preparatory school,South Carolina
56848,Female,Graduate school,Wisconsin
56849,Female,Corporate university,Kentucky
56850,Male,Middle school,Oklahoma
56851,Female,Middle school,Utah
56852,Male,University college,Alabama
56853,Male,Public university,Wyoming
56854,Male,Middle school,Washington
56855,Female,Public university,Alabama
56856,Female,Graduate school,Mississippi
56857,Female,Public university,Texas
56858,Male,Public university,Arkansas
56859,Male,Graduate school,Louisiana
56860,Male,University college,Minnesota
56861,Female,University college,Wisconsin
56862,Male,Graduate school,Oregon
56863,Male,University college,Nevada
56864,Male,Technical college,New Jersey
56865,Male,Middle school,North Carolina
56866,Male,Corporate university,New Hampshire
56867,Female,Corporate university,Maryland
56868,Male,University college,West Virginia
56869,Female,Junior college,Utah
56870,Female,University-preparatory school,Maine
56871,Male,Public university,Nevada
56872,Male,Technical college,North Dakota
56873,Male,University college,Maine
56874,Female,Junior college,West Virginia
56875,Male,University college,New Mexico
56876,Male,University-preparatory school,New York
56877,Female,University college,Florida
56878,Female,Junior college,Alabama
56879,Female,Gymnasium,Oregon
56880,Male,High school,Oregon
56881,Male,Middle school,New Jersey
56882,Female,Graduate school,Nevada
56883,Female,Technical college,Iowa
56884,Female,Corporate university,North Carolina
56885,Male,Junior college,Wyoming
56886,Female,Corporate university,Minnesota
56887,Female,Graduate school,Illinois
56888,Female,Corporate university,Illinois
56889,Female,Graduate school,Florida
56890,Female,Middle school,Hawaii
56891,Female,Gymnasium,Kansas
56892,Male,Public university,Arkansas
56893,Male,High school,Idaho
56894,Female,Middle school,Maryland
56895,Male,Graduate school,Massachussets
56896,Female,Public university,Tennessee
56897,Female,Gymnasium,Tennessee
56898,Male,Corporate university,Massachussets
56899,Female,Junior college,Minnesota
56900,Female,Middle school,Montana
56901,Male,Technical college,Ohio
56902,Female,Middle school,Rhode Island
56903,Female,Middle school,Arizona
56904,Male,Corporate university,Montana
56905,Female,Junior college,Idaho
56906,Male,Junior college,Idaho
56907,Male,Graduate school,West Virginia
56908,Male,University college,Alabama
56909,Male,Graduate school,Alaska
56910,Male,University-preparatory school,Texas
56911,Male,University-preparatory school,Indiana
56912,Female,Middle school,Rhode Island
56913,Female,Corporate university,Wisconsin
56914,Female,Graduate school,California
56915,Female,University college,Oklahoma
56916,Male,Graduate school,Washington
56917,Female,Gymnasium,Indiana
56918,Male,Middle school,Michigan
56919,Male,Public university,California
56920,Male,University-preparatory school,Georgia
56921,Female,High school,Massachussets
56922,Female,Technical college,Rhode Island
56923,Female,Middle school,Kentucky
56924,Male,University-preparatory school,New Jersey
56925,Male,Technical college,Connecticut
56926,Male,Corporate university,Maine
56927,Male,University-preparatory school,Alaska
56928,Female,University college,Kansas
56929,Female,Middle school,Oklahoma
56930,Female,University college,Arizona
56931,Female,Junior college,New Jersey
56932,Male,Middle school,Arizona
56933,Male,University college,Texas
56934,Female,University college,Florida
56935,Female,Technical college,Texas
56936,Male,Graduate school,Wyoming
56937,Male,Technical college,North Dakota
56938,Female,Gymnasium,Ohio
56939,Male,High school,South Dakota
56940,Female,Middle school,Minnesota
56941,Female,Junior college,Delaware
56942,Male,Technical college,Kentucky
56943,Female,Graduate school,Utah
56944,Female,Gymnasium,Idaho
56945,Female,Middle school,North Carolina
56946,Male,Junior college,New York
56947,Male,Gymnasium,Indiana
56948,Male,Graduate school,Vermont
56949,Female,Technical college,Illinois
56950,Female,University college,Florida
56951,Male,High school,Colorado
56952,Female,Public university,Arkansas
56953,Male,Technical college,Rhode Island
56954,Male,Corporate university,Virginia
56955,Female,Graduate school,Iowa
56956,Male,University-preparatory school,Maryland
56957,Female,High school,Indiana
56958,Female,Gymnasium,Nebraska
56959,Male,Junior college,Louisiana
56960,Female,University-preparatory school,Hawaii
56961,Male,Corporate university,Pennsylvania
56962,Female,Technical college,Georgia
56963,Female,Public university,New Jersey
56964,Female,Public university,Georgia
56965,Female,Gymnasium,Idaho
56966,Female,Middle school,Alabama
56967,Male,High school,Maine
56968,Female,High school,Texas
56969,Male,University-preparatory school,West Virginia
56970,Male,Junior college,Pennsylvania
56971,Female,University-preparatory school,Delaware
56972,Male,High school,Nevada
56973,Female,Corporate university,Kentucky
56974,Male,High school,Rhode Island
56975,Female,University college,Maryland
56976,Male,High school,Pennsylvania
56977,Female,Junior college,Vermont
56978,Female,Graduate school,Tennessee
56979,Male,Middle school,Colorado
56980,Male,Middle school,South Dakota
56981,Male,University-preparatory school,Nebraska
56982,Female,Public university,Texas
56983,Female,Public university,Wisconsin
56984,Female,University college,North Dakota
56985,Female,Public university,Wisconsin
56986,Male,Technical college,Montana
56987,Female,Technical college,South Dakota
56988,Female,Corporate university,Colorado
56989,Male,Junior college,Arkansas
56990,Male,Graduate school,Delaware
56991,Female,University-preparatory school,Wisconsin
56992,Male,Public university,Tennessee
56993,Male,Technical college,West Virginia
56994,Female,Public university,New York
56995,Male,Junior college,Montana
56996,Female,Corporate university,Florida
56997,Male,Junior college,Hawaii
56998,Male,High school,Vermont
56999,Female,Middle school,Arkansas
57000,Male,Technical college,Mississippi
57001,Male,Public university,South Dakota
57002,Male,Technical college,North Carolina
57003,Male,Corporate university,Wyoming
57004,Male,University-preparatory school,North Carolina
57005,Female,Junior college,Utah
57006,Male,Gymnasium,Massachussets
57007,Male,Technical college,Alabama
57008,Male,Gymnasium,Delaware
57009,Female,Technical college,Indiana
57010,Male,Corporate university,New Hampshire
57011,Male,Middle school,Maine
57012,Male,Gymnasium,Illinois
57013,Female,High school,Maine
57014,Female,Corporate university,Vermont
57015,Male,Middle school,Illinois
57016,Male,Public university,Michigan
57017,Female,University college,Alaska
57018,Female,Middle school,South Carolina
57019,Female,Public university,Delaware
57020,Female,Public university,Idaho
57021,Female,Public university,New Jersey
57022,Female,University-preparatory school,Rhode Island
57023,Female,Junior college,Wyoming
57024,Male,Junior college,Georgia
57025,Male,University college,Arkansas
57026,Male,Junior college,Alaska
57027,Female,Junior college,New York
57028,Male,Graduate school,Kentucky
57029,Male,Graduate school,Texas
57030,Female,Middle school,Missouri
57031,Male,Technical college,Alaska
57032,Female,University-preparatory school,Nebraska
57033,Male,University college,Texas
57034,Male,Junior college,Idaho
57035,Female,University-preparatory school,Arizona
57036,Male,University college,Connecticut
57037,Male,Corporate university,Iowa
57038,Male,University-preparatory school,New Mexico
57039,Male,University-preparatory school,Iowa
57040,Female,University-preparatory school,New York
57041,Female,Corporate university,Wyoming
57042,Female,University-preparatory school,Minnesota
57043,Male,Junior college,Hawaii
57044,Female,University-preparatory school,North Carolina
57045,Male,Public university,South Carolina
